name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Elisa33,female,37 y.o.,"Panama City, Panama",single,Elisa33,hispanic,Advertising,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Friendship,Male
Kamarana1980,female,44 y.o.,"Trujillo, Perú",separated,Kamarana1980,hispanic,Comerciante,"Recién salgo de una separación de mutuo acuerdo,me gusta conversar y me interesa conocer otras personas de forma.correcta.",from 40 to 65,1-2 living with me,Straight,Christian,social smoker,social drinker,Serious Relationship,Male
hermuca68,male,55 y.o.,"Bogotá, Colombia",divorced,hermuca68,hispanic,abogado litigante,"soy una persona sencilla, con ganas de encontrar un verdadero amor para toda la vida, no soy de los que viven de oportunidad en oportunidad, pienso que se debe respetar a la persona que esta conmigo",from 28 to 67,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Yiana,female,28 y.o.,"Mexico City, CDMX, Mexico",single,Yiana,hispanic,-,-,from 39 to 86,no children,Straight,Other,non-smoker,never,Friendship,Male
Alvaro3007,male,38 y.o.,"Pamplona, Navarra, España",single,Alvaro3007,hispanic,Militar,"Soy descomplicado, me gusta salir a jugar a tomar jugo.",from 19 to 86,want children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
JorgeOrtegacorrea,male,27 y.o.,"Paris, France",separated,JorgeOrtegacorrea,hispanic,Ayudante,-,from 19 to 25,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,Fun,Female
Sandypat,female,40 y.o.,"Bogota, Colombia",single,Sandypat,hispanic,Finanzas,"Alegre, sociable, me encanta bailar, el.cine, gimnasio.",from 32 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance",Male
Chaz,male,27 y.o.,"Tbilisi, Georgia",single,Chaz,white,-,-,from 19 to 25,no children,Straight,Christian,light smoker,occasional drinker,Fun,Female
romeo1980,male,44 y.o.,"San Pedro Sula, Honduras",single,romeo1980,hispanic,jefe de supertienda,me gusta ser sincero y fiel espero poder conocer la mujer de mi vida,from 19 to 86,want children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Rene7,male,34 y.o.,"San Pedro Sula, Honduras",separated,Rene7,hispanic,Maestro,-,from 19 to 40,1-2 living with me,Straight,Other,non-smoker,never,"Fun, Friendship",Female
Michaelluv,male,58 y.o.,"San Diego, CA, USA",divorced,Michaelluv,white,Remodel specialist,"I am a loving, caring, sensitive guy with a big heart. Active, fit, and stay in shape. I love to dance, romantic restraunts, explore new places, spend time on my boat in the marina. I'm also passionate about guitar. And above all, I Love to CUDDLE.",from 25 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Fabiana2020,female,57 y.o.,"Buenos Aires, CABA, Argentina",divorced,Fabiana2020,white,Responsable área de RRHH,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
Ibeth,female,46 y.o.,"Panama City, Panama",separated,Ibeth,mixed,-,"Soy amable,sinsera,me encanta la playa .pasear",from 35 to 50,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
BayouBengal20,male,47 y.o.,"San José Province, San José, Costa Rica",single,BayouBengal20,white,Retired,Outgoing guy. I love to travel.,from 22 to 45,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",Female
Jemuel,male,39 y.o.,"Puerto Maldonado, Peru",single,Jemuel,hispanic,-,"Soy un varon divertido, bromista, honesto y sincero. Amante del sexo",from 19 to 34,want children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Aventura69,female,55 y.o.,"Carolina, Puerto Rico",divorced,Aventura69,hispanic,Administartiva,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Male
Mgpr,male,56 y.o.,"Veracruz, Ver., México",separated,Mgpr,hispanic,Transportador,-,from 32 to 43,1-2 living elsewhere,Straight,Atheist,non-smoker,social drinker,Serious Relationship,Female
Cedric32,male,50 y.o.,"Johannesburg, South Africa",divorced,Cedric32,white,Accountant,-,from 28 to 40,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
Chqa36,female,41 y.o.,"Lima, Perú",single,Chqa36,mixed,-,-,from 30 to 43,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Azjuan88,male,36 y.o.,"Managua, Nicaragua",single,Azjuan88,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
Jose151915,male,38 y.o.,"David, Panamá",single,Jose151915,white,-,-,from 19 to 50,1-2 living with me,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Jenny413,female,43 y.o.,"Elizabeth, NJ, USA",single,Jenny413,hispanic,Hogar,-,from 37 to 50,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Dogor,male,57 y.o.,"San Francisco, California, EE. UU.",divorced,Dogor,hispanic,Informatico,-,from 45 to 60,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Friendship,Female
Nanowar13,male,42 y.o.,"Maracaibo, Zulia, Venezuela",separated,Nanowar13,hispanic,Abogado,-,from 19 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Kristhianguzman,female,43 y.o.,"Ciudad de México, CDMX, México",single,Kristhianguzman,white,-,"Amo la buena comida, leer, hacer ejercicio, bailar y viajar, desde un buen café, hasta una comida Gourmet. Viajar desde un pueblo cercano, hasta el otro lado del mundo",from 30 to 60,1-2 living with me,Bisexual,Atheist,non-smoker,social drinker,Marriage,Male
Anthony23,male,35 y.o.,"Puerto Montt, Los Lagos, Chile",single,Anthony23,hispanic,Cosinero,-,from 20 to 50,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Eraston,male,34 y.o.,"Manizales, Caldas, Colombia",single,Eraston,hispanic,Docencia,"Soy una persona alegre que ama la vida y disfruta de la naturaleza, de la literatura,del cine.Me describo como una persona sincera, amable,virtuosa que le gusta realizar su trabajo y que le gustaría compartir con vida con alguien.",from 19 to 35,no children,Straight,Spiritual,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Roman90,male,34 y.o.,"Cancún, Q.R., México",single,Roman90,hispanic,Terapeuta spa,-,from 19 to 45,no children,Straight,Other,light smoker,never,Friendship,Female
evaanthony,male,39 y.o.,"Arequipa, Perú",separated,evaanthony,hispanic,ingeniero químico,"Soy una persona tranquila, paciente, tolerante, de buen corazón",from 25 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
romantico2019,male,32 y.o.,"Lima, Perú",single,romantico2019,hispanic,Ingeniero de Sistemas,-,from 19 to 43,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship",Female
leighleigh,female,23 y.o.,"Salem, NH 03079, USA",single,leighleigh,white,-,"I am quirky, nerdy, geeky, and shy. I am a nice girl who cares a lot about peoples feelings. Im looking for natives and latinos",from 19 to 35,no children,Straight,Atheist,non-smoker,never,"Romance, Serious Relationship",Male
INE,female,34 y.o.,"Kampala, Uganda",single,INE,black,Business Woman,-,from 32 to 38,want children,Straight,Christian,non-smoker,social drinker,Marriage,Male
carola88,female,36 y.o.,"Barranquilla, Atlántico, Colombia",single,carola88,hispanic,-,-,from 28 to 45,want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship",Male
Mstari67,female,57 y.o.,"La Porte, TX 77571, USA",separated,Mstari67,white,Kitchen Associate/Freelance Graphic Designer,"I am a free spirit. I am not looking to ""Hook up"". I enjoy reading and writing Poetry, subtitled Asian films, Karaoke, creating digital art, drawing, Shooting Pool and sitting and talking over cocktails. I love food and going out to eat with someone interesting. If you can talk about anything that you are passionate about, I would love to hear about it.",from 45 to 65,more than 2 living elsewhere,Straight,Spiritual,chain smoker,social drinker,"Serious Relationship, Marriage",Male
Helixve123,male,52 y.o.,"Medellín, Antioquia, Colombia",single,Helixve123,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Flashd3,male,52 y.o.,"Portland, OR, USA",single,Flashd3,white,Musician,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Daniel1991,male,33 y.o.,"Córdoba, Argentina",single,Daniel1991,hispanic,Cardetailing,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Joss72,male,66 y.o.,"Quito, Ecuador",separated,Joss72,hispanic,"Comunicador, turismo","Coordino un proyecto académico en la Amazonia; me gusta la naturaleza, trabajar con comunidades indígenas, apoyar, ayudar en lo que pueda. Lo importante no es la cantidad que se pueda ofrecer sino la actitud.
Me gusta caminar, viajar, el contacto con la gente y otras culturas; me apasiona la lectura, sensible a problemas sociales. Soy solidario.
Deseo encontrar una persona con proyectos y objetivos de vida para soñar, crecer, volar con los pies en la tierra.",from 19 to 86,don't want children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Carmen1980,female,44 y.o.,"Limón, Costa Rica",divorced,Carmen1980,white,Estudiante,"Soy hogareña, simpática, romántica, honesta y de buenas costumbres, además hablo inglés intermedio. Soy una mujer gorda, y de gran corazón",from 35 to 65,1-2 living with me,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Male
Larryshoe13,male,51 y.o.,"Halifax Regional Municipality, NS, Canada",separated,Larryshoe13,white,-,-,from 30 to 56,1-2 living with me,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Carlosmario,male,35 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Carlosmario,mixed,Electrónico,-,from 19 to 44,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
jose64,male,60 y.o.,"Puerto Príncipe, Haití",divorced,jose64,mixed,ingeniero topografo,-,from 45 to 60,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
kevinflore10,male,32 y.o.,"Buenos Aires, CABA, Argentina",single,kevinflore10,hispanic,Pharmacist,"Pharmacist Venezuelan I lived in Spain, Chile and now in Argentina I like to play football, meet and travel",from 19 to 42,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
rigo14500,male,50 y.o.,"Holguín, Cuba",separated,rigo14500,white,Dependiente,Me gusta divertirme bailar montar bicicleta acampar ir a la playa hacer deportes.,from 25 to 55,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Pacoparro,male,61 y.o.,"06130 Valverde de Leganés, Badajoz, España",divorced,Pacoparro,white,-,-,from 43 to 61,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Female
edd40,male,46 y.o.,"Ciudad de México, CDMX, México",single,edd40,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Spiritual,social smoker,social drinker,Serious Relationship,Female
Dhinesh,male,29 y.o.,"Lisbon, Portugal",single,Dhinesh,white,Graphic designer,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance",Female
Kittysmasha,male,39 y.o.,"Cape Town, South Africa",single,Kittysmasha,black,-,Demisexual with a reserved personality yet wild when with the right person,from 19 to 45,1-2 living elsewhere,Straight,Atheist,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Tifany,female,37 y.o.,"Medellín, Antioquia, Colombia",divorced,Tifany,hispanic,Cocinera,-,from 33 to 43,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,Serious Relationship,Male
paola123,female,45 y.o.,"Bucaramanga, Santander, Colombia",single,paola123,hispanic,-,-,from 26 to 47,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Female
Magaisa,female,41 y.o.,"Cape Town, South Africa",divorced,Magaisa,black,-,-,from 37 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Mickey1969,male,54 y.o.,"Edinburgh, UK",widowed,Mickey1969,white,Stay at home father,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Nikeshmahato,male,35 y.o.,"Bugibba, St Paul's Bay, Malta",single,Nikeshmahato,asian,Waiter,-,from 19 to 86,want children,Straight,Christian,light smoker,occasional drinker,Serious Relationship,Female
Adlaistraponchapman,male,47 y.o.,"Pinckneyville, IL 62274, USA",married,Adlaistraponchapman,white,Boss,I am average broke and tired but I love my wife and I'm not sure what is going on on the internet,from 19 to 86,1-2 living with me,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance",Female
Zoe88,female,36 y.o.,"Ciego de Ávila, Cuba",single,Zoe88,hispanic,Especialista,-,from 31 to 39,no children,Straight,Other,non-smoker,never,Serious Relationship,Male
Sergio444,male,48 y.o.,"Onda, Castellón, España",separated,Sergio444,hispanic,Empresario,-,from 28 to 53,1-2 living with me,Straight,Christian,social smoker,social drinker,Serious Relationship,Female
Ran,male,44 y.o.,"Caloocan, Metro Manila, Philippines",single,Ran,hispanic,Entepreneur,"I am the youngest In our Family . 
I never complain much If ever there is a 
a Little conflict in any situation .",from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Omarcos,male,33 y.o.,"San Salvador, El Salvador",single,Omarcos,hispanic,Estudiante y trabajador,"Hola soy un hombre que busca una mujer interesante, espero tener buena conexión, y disponer mis sentimientos.",from 19 to 55,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Elyorch182,male,42 y.o.,"Quito, Ecuador",single,Elyorch182,hispanic,Teacher,"Hi, my name is Jorge. Nice to meet you. I'm a Venezuelan man living in Quito, Ecuador since 2016. I really hope to know Canadian women.",from 24 to 40,want children,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
luisa93,female,31 y.o.,"Managua, Nicaragua",single,luisa93,mixed,ingeniera,-,from 26 to 33,no children,Straight,Jewish,non-smoker,never,"Friendship, Serious Relationship",Female
Paoramirez08,female,33 y.o.,"Manizales, Caldas, Colombia",single,Paoramirez08,white,-,-,from 23 to 40,no children,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage",Male
HellCatMatt,male,64 y.o.,"San Jose, CA, USA",divorced,HellCatMatt,white,Steamfitter,Hard working hard playing easy loving,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Randy_luna,male,38 y.o.,"Medellín, Antioquia, Colombia",single,Randy_luna,hispanic,Ingeniero en petróleo,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Rkb1077,male,60 y.o.,"Broomfield, CO, USA",divorced,Rkb1077,mixed,National Business Manager,"Fit, attractive, fun and adventurous.",from 25 to 50,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Romance, Serious Relationship, Marriage",Female
Felipe1040,male,60 y.o.,"Camuy, Puerto Rico",single,Felipe1040,hispanic,Autónomo,-,from 30 to 65,no children,Homosexual,Christian,non-smoker,social drinker,Serious Relationship,Male
ANNIELIS,female,27 y.o.,"Las Tunas, Cuba",single,ANNIELIS,hispanic,Comercial,"Atenta, carismatica, me gusta mucho ayudar a las persona y no me gustan las mentiras.",from 23 to 38,1-2 living with me,Straight,Other,non-smoker,never,Friendship,Male
algis31,male,54 y.o.,"Panama City, Panama",separated,algis31,hispanic,Funcionario Publico,-,from 35 to 48,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship",Female
Jose39,male,44 y.o.,"Barquisimeto 3001, Lara, Venezuela",separated,Jose39,hispanic,Funcionario publico,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Fun,Female
Nelson45,male,50 y.o.,"Santa Cruz de la Sierra, Bolivia",separated,Nelson45,hispanic,Técnico electrónico,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
KarlTta,female,35 y.o.,"Kansas City, KS, USA",married,KarlTta,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Christian,social smoker,social drinker,Fun,Male
Neo1811,male,42 y.o.,"Lima, Perú",single,Neo1811,hispanic,Agente de ventas y marketing,"La visa es una sola 
Todo en la vida te enseña 
Y hace crecer.",from 19 to 86,no children,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance",Female
Luis12,male,66 y.o.,"Montreal, QC, Canada",widowed,Luis12,white,Construccion,-,from 30 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
James_96_60,male,33 y.o.,"Callao, Perú",single,James_96_60,hispanic,-,-,from 23 to 30,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
beingrabee,male,40 y.o.,"Sliema, Malta",separated,beingrabee,asian,Cab driver,"I am very simple but high thinking person. Love to have fun, talk , travel...n more will tell u later.",from 28 to 40,no children,Straight,Hindu,social smoker,occasional drinker,Friendship,Female
Frank00078,male,45 y.o.,"Cali, Valle del Cauca, Colombia",single,Frank00078,white,Comercial,-,from 27 to 42,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage",Female
Gram,male,70 y.o.,"Charlottesville, VA, USA",divorced,Gram,white,Writer,"Would love to meet and develop a relationship with a French woman, particularly from the southwestern area (from Biarritz across to Lourdes and south to the Spanish border), as this is a part of France that genuinely speaks to me. I am financially stable, intellectual, spiritual, and endlessly curious. I also can speak some French and would love to speak more and better.",from 38 to 55,want children,Straight,Buddhist,non-smoker,occasional drinker,Serious Relationship,Female
Uaieo,male,29 y.o.,"Bogotá, Colombia",single,Uaieo,white,Técnico electricista,"Soy un hombre apasionado por salir adelante y tener una mejor calidad de vida en el futuro , me apasiona mucho el deporte y la música",from 22 to 38,no children,Straight,Other,non-smoker,never,Serious Relationship,Female
Diddy3141,male,52 y.o.,"Dalton, GA, USA",separated,Diddy3141,mixed,Heavy Equipment Operator,-,from 19 to 86,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance",Female
Edward77,male,37 y.o.,"San Salvador, El Salvador",single,Edward77,hispanic,Estudiante,"Soy competitivo alegre , me gusta la actividad y siempre luchó por lo que quiero",from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Kimberley,female,36 y.o.,"Caracas, Distrito Capital, Venezuela",single,Kimberley,hispanic,Comerciante,-,from 30 to 45,no children,Straight,Other,non-smoker,occasional drinker,Romance,Male
NJCP60,female,67 y.o.,"Medellín, Antioquia, Colombia",divorced,NJCP60,hispanic,Medico,-,from 60 to 65,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Serious Relationship, Marriage",Male
Stewy66,male,58 y.o.,"Swan Hill VIC 3585, Australia",divorced,Stewy66,white,Self employed,Hello ladie. Im stewy66 lm looking for my last everything. I live in rural Australia. I look forward to hearing from you soon. Thank you Stewy66,from 35 to 60,don't want children,Straight,Christian,social smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Gasr1986,male,38 y.o.,"Concepción, Bio Bio, Chile",single,Gasr1986,hispanic,Student and worker,-,from 28 to 40,no children,Homosexual,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Ecrusa51,male,58 y.o.,"Los Angeles, CA, USA",divorced,Ecrusa51,hispanic,Sr. Planner,-,from 30 to 45,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Maxmekes,male,38 y.o.,"Perlé, Luxembourg",single,Maxmekes,white,Magister,-,from 25 to 40,no children,Straight,Atheist,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Poppingcandy,female,54 y.o.,"Cape Town, South Africa",divorced,Poppingcandy,mixed,-,-,from 49 to 55,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",Male
Angelluz666,male,51 y.o.,"Buenos Aires, CABA, Argentina",single,Angelluz666,hispanic,Vendedor,Soy una alegre optimista me gusta la diversión paseo conocer lugares paises también me gusta la música en español y ingles,from 19 to 50,no children,Straight,Christian,light smoker,never,"Serious Relationship, Marriage",Female
Lisgue13,female,45 y.o.,"Madrid, España",separated,Lisgue13,hispanic,Enfermera,-,from 39 to 55,1-2 living with me,Straight,Other,non-smoker,never,Serious Relationship,Male
Eleana82,female,42 y.o.,"Barranquilla, Atlántico, Colombia",single,Eleana82,hispanic,Independientemente,-,from 37 to 47,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
deddie,male,46 y.o.,"Cape Town, South Africa",separated,deddie,black,-,"Honest,morale,eversmiling,timeconscious,want maturity",from 33 to 44,1-2 living elsewhere,Straight,Christian,non-smoker,never,Romance,Female
Leonardo2206,male,46 y.o.,"Ciudad de la Costa, Departamento de Canelones, Uruguay",single,Leonardo2206,white,-,"Hombre honesto, romántico y muy educado que busca el amor en vos",from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Jobelle,female,31 y.o.,"Pasay, Metro Manila, Philippines",single,Jobelle,asian,Doctor,-,from 25 to 30,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Male
Carlos2019,male,45 y.o.,"Perth WA, Australia",in relationship,Carlos2019,hispanic,Business Manager,I love Singaporean women they are smart and beautiful at the same time,from 27 to 41,want children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
Raulcesar,male,39 y.o.,"Cusco, Perú",single,Raulcesar,mixed,Independiente,-,from 25 to 35,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Morena2006,female,50 y.o.,"Madrid, Spain",separated,Morena2006,hispanic,-,Soy romántica seria inteligente detallista deportiva,from 40 to 65,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,Serious Relationship,Male
danisar2019,male,41 y.o.,"Norrköping Municipality, Sweden",married,danisar2019,mixed,-,-,from 19 to 86,1-2 living with me,Straight,Other,social smoker,social drinker,"Fun, Friendship",Female
marcello12,male,45 y.o.,"London, ON, Canada",separated,marcello12,white,custodian,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Romance,Female
Osmaiver,male,36 y.o.,"Carúpano, Sucre, Venezuela",single,Osmaiver,hispanic,Comerciante,-,from 25 to 40,no children,Straight,Christian,non-smoker,never,Marriage,Female
Dupe,male,64 y.o.,"Newport, UK",divorced,Dupe,white,Retired,"I am an easy go lucky guy. I hate scammers, many here have tried and failed. So, if you are genuine, please don't hesitate to contact me.

Soy un tipo fácil y afortunado. Odio a los estafadores, muchos aquí lo han intentado y han fallado. Entonces, si eres genuino, no dudes en contactarme.",from 25 to 50,1-2 living with me,Straight,Atheist,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
Jony46,male,51 y.o.,"2514 Traiskirchen, Austria",single,Jony46,white,Conductor,-,from 19 to 86,no children,Straight,Christian,social smoker,occasional drinker,Serious Relationship,Female
Jozelin,female,33 y.o.,"Tijuana, Baja California, Mexico",single,Jozelin,hispanic,Fisioterapéuta,-,from 27 to 44,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship,Male
garciasa64,male,59 y.o.,"San Antonio, TX, USA",divorced,garciasa64,hispanic,-,-,from 19 to 50,more than 2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Georgehill,male,39 y.o.,"Orlando, Florida, EE. UU.",separated,Georgehill,hispanic,Director,-,from 19 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Nikolai,male,41 y.o.,"3060 Espergærde, Denmark",single,Nikolai,white,-,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship",Male
Ahyamaniq,female,44 y.o.,"Mesa, AZ, USA",widowed,Ahyamaniq,white,Director,Sere la mujerque siempre has soñado si me tratas como lo más importante de tu vida,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
daniel_sanchez,male,35 y.o.,"Caracas, Distrito Capital, Venezuela",single,daniel_sanchez,hispanic,gerente de pizzeria,"hola buenas noches deseo ver si podemos conocernos y ver si somos almas gemelas hablando lo sabremos espero tu pronta respuesta asi q bueno un abrazo psicológico
soy aseado honesto pana cariñoso amable romantico atento y muchas cosas mas buenas q lo descubriras tu",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Lucass30,male,34 y.o.,"La Plata, Buenos Aires, Argentina",single,Lucass30,hispanic,-,Hola que tal me llamo lucas y tengo 30 años estatura 1.73 ojos color marrones tengo un buen umor soy de capricornio y busco una relacion seria sin rodeos y no jugar con los sentimientos de nadie y menos que menos hacer ser infeliz al contralio soy catolico. Busco una mujer que me ame y yo amarla como se merece,from 19 to 86,want children,Straight,Christian,social smoker,never,"Serious Relationship, Marriage",Female
Carmel,female,51 y.o.,"Enterprise, AL 36330, USA",separated,Carmel,black,-,-,from 37 to 76,more than 2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Male
Jesster,male,51 y.o.,"Sisseton, SD 57262, USA",single,Jesster,native american,Cook/Bartender,"Not sure what looking, expecting for, hell, cant dance",from 30 to 45,more than 2 living elsewhere,Straight,Spiritual,chain smoker,social drinker,Romance,Female
CanadianInLeipzig,male,37 y.o.,"Leipzig, Germany",single,CanadianInLeipzig,white,Fiber Optics,-,from 19 to 40,no children,Straight,Atheist,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Luial,male,31 y.o.,"Torreón, Coah., México",single,Luial,hispanic,Periodista,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
Dereck10,male,35 y.o.,"Medellín, Antioquia, Colombia",single,Dereck10,hispanic,Fotografo,-,from 19 to 35,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Gracee,female,62 y.o.,"Rome, Metropolitan City of Rome, Italy",widowed,Gracee,black,Assistant,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Mike7,male,49 y.o.,"New York, NY, USA",divorced,Mike7,hispanic,Diseñador,"Me gustan las cosas sencillas, quiero conocer a alguien para ser amigos y luego el tiempo lo dira",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Jillian01,male,50 y.o.,"Bridge City, TX, USA",divorced,Jillian01,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Brandygunter1,female,52 y.o.,"New Orleans, LA, USA",in relationship,Brandygunter1,white,Medical,-,from 40 to 50,no children,Straight,Muslim,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
JRush63,male,61 y.o.,"Oswego, NY, USA",divorced,JRush63,white,Retired,I am retired. I was able to retire early after a long career in law enforcement and now find myself alone and I am here to find my forever lady.,from 39 to 50,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Serious Relationship, Marriage",Female
clarence,female,51 y.o.,"Paphos, Cyprus",single,clarence,white,-,-,from 40 to 56,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance",Male
Jose1415,male,37 y.o.,"Hermosillo, Son., México",single,Jose1415,white,-,-,from 19 to 34,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
