name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Nordic_Beaute,female,23 y.o.,"Bridgetown, Barbados",single,Nordic_Beaute,black,Marketing administrator,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Friendship,Male
Sanz,male,39 y.o.,"Choloma, Honduras",single,Sanz,white,Trabajando,"Soy una persona de mente abierta. Me gusta dar lo mejor de si mismo, soy romántica detallista etc",from 24 to 34,no children,Straight,Other,non-smoker,never,Serious Relationship,Female
vivi72,female,52 y.o.,"Cali, Valle del Cauca, Colombia",in relationship,vivi72,hispanic,-,-,from 38 to 60,1-2 living with me,Straight,Other,non-smoker,never,Friendship,Male
Pablo9132500,male,69 y.o.,"Cartagena, Provincia de Cartagena, Bolívar, Colombia",separated,Pablo9132500,hispanic,Empresario,-,from 45 to 55,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Gino93,male,30 y.o.,"Lima, Perú",single,Gino93,hispanic,Zapatería,"Soy alguien tranquilo, algo tímido pero busco amistad :)",from 19 to 40,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance",Female
ERUIZ2008,male,49 y.o.,"San José, Costa Rica",divorced,ERUIZ2008,white,ADMINISTRADOR DE NEGOCIOS,"ALEGRE, SOCIAL, DE BUENOS SENTIMIENTOS , ME GUSTA CONSENTIR Y SER CARIÑOSO",from 19 to 86,1-2 living with me,Straight,Christian,light smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Juancho1976,male,48 y.o.,"Ixtapan de la Sal, Méx., México",separated,Juancho1976,hispanic,Arquitecto,-,from 30 to 60,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Sade93,female,39 y.o.,"Salónica, Grecia",single,Sade93,hispanic,Maestra,-,from 30 to 60,no children,Bisexual,Other,social smoker,social drinker,"Friendship, Romance",Female
Julia21,female,53 y.o.,"Nasáu, Bahamas",divorced,Julia21,hispanic,Negocios,-,from 45 to 60,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Marinaluisa,female,42 y.o.,"Zhytomyr, Zhytomyr Oblast, Ukraine, 10000",single,Marinaluisa,white,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Kimber,female,43 y.o.,"Elkhart, IN, USA",single,Kimber,hispanic,-,-,from 30 to 50,no children,Straight,Christian,non-smoker,social drinker,Friendship,Male
Jose57,male,60 y.o.,"Cunit, Tarragona, España",married,Jose57,white,Conductor,-,from 42 to 57,1-2 living elsewhere,Straight,Other,social smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
roben63,male,59 y.o.,"Madrid, España",divorced,roben63,white,INGENIERO,-,from 45 to 57,don't want children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Andrew38,male,41 y.o.,"Albuquerque, NM, USA",single,Andrew38,white,Tech,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Fun,Female
Alma2021,female,62 y.o.,"Nur-Sultan 020000, Kazakhstan",widowed,Alma2021,asian,Английский язык,-,from 58 to 61,1-2 living with me,Straight,Atheist,non-smoker,never,Serious Relationship,Male
Line,female,46 y.o.,"Warsaw, Poland",separated,Line,white,-,-,from 38 to 55,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Male
TrekAk,male,50 y.o.,"Wasilla, AK 99654, USA",divorced,TrekAk,white,Construction,-,from 36 to 56,no children,Straight,Christian,light smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
geodav57,male,67 y.o.,"Karachi, Karachi City, Sindh, Pakistan",single,geodav57,asian,School Librarian Teacher,"Im 64 and here to find my soul mate, yes, i know im late but one can never tell, there may be a lovely lady waiting for me. Thanks for visiting",from 30 to 60,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Konstantin70,male,54 y.o.,"Amsterdam, Netherlands",divorced,Konstantin70,white,-,-,from 38 to 48,1-2 living with me,Straight,Atheist,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Irina2021,female,52 y.o.,"Odesa, Odessa Oblast, Ukraine, 65000",single,Irina2021,white,"Accountant, economist",Hobby - I have a dog kennel.,from 38 to 50,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
50raul,male,54 y.o.,"Cali, Valle del Cauca, Colombia",single,50raul,hispanic,comerciante,-,from 30 to 47,1-2 living elsewhere,Straight,Spiritual,light smoker,occasional drinker,Friendship,Female
Barbyrr,female,57 y.o.,"Nasáu, Bahamas",divorced,Barbyrr,hispanic,Medico,-,from 45 to 70,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Male
alvarocardenas,male,36 y.o.,"Cusco, Perú",single,alvarocardenas,hispanic,psicologo,-,from 19 to 40,no children,Straight,Spiritual,non-smoker,never,Romance,Female
Juan174,male,50 y.o.,"San Rafael, Mendoza Province, Argentina",divorced,Juan174,white,-,-,from 19 to 50,no children,Straight,Christian,social smoker,social drinker,"Friendship, Romance",Female
Trotamundosperu,male,46 y.o.,"Lima, Perú",single,Trotamundosperu,mixed,Desing Graphic,"You should meet me to know how I am : ) I really love to meet persons, i love you travels, listen different stories, cultural intercambie, languaje exchange, fun, don't hesitate to contact me: (send your request any time, or messagge) I love to try everything, naturaleza, sunset, art, desing, music live, fun. We enjoy people who are open mind, interesting.

I SEARCH WOMAN honest, sincere, interesting, who like to travel, history, culture autenthic, music, walk in nature, enjoy the house, affectionate, magical look,",from 19 to 55,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Boogie48,male,41 y.o.,"Chicago, IL, USA",separated,Boogie48,hispanic,Healthcare,Mexican Male looking to make friends . I love mature Women. Race or color not important .,from 40 to 62,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Alexshred77,male,47 y.o.,"Córdoba, España",single,Alexshred77,white,Funcionario,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
Mirly,female,71 y.o.,"Panama City, Panama",single,Mirly,white,Jubilación,"Me gusta divertirme, quiero una relación seria, soy cariñosa, amable, servicial...",from 50 to 80,1-2 living elsewhere,Straight,Other,non-smoker,never,Serious Relationship,Male
CarlosEv14,male,28 y.o.,"1040 Échallens, Switzerland",single,CarlosEv14,hispanic,-,"Conocer gente, solo eso espero generar buenos lazos",from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Vero23,female,36 y.o.,"Madrid, Spain",single,Vero23,hispanic,Sin empleo,-,from 38 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Romance, Serious Relationship",Male
Clinton,male,45 y.o.,"Brackenfell, Cape Town, South Africa",single,Clinton,mixed,Shop fitter,"Honest cool guy.
Gentleman workoholic.
Love children and animals",from 19 to 86,want children,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
josemartin80,male,42 y.o.,"Trujillo, Perú",separated,josemartin80,mixed,FARMACEUTICO,"HOMBRE NIONTERESADO EN CONOCER MUJERES RUSAS O BIELOLARUSAS, FARMACEUTICO DE PROFESION, ME ENCANTA LEER Y VER PELICULAS COMICAS, ME GUSTA COCINAR OCASIONALMENTE, BEBO OCASIONALMENTE, ME CONSIDERO DIVERTIDO, ETC.",from 19 to 30,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Friendship,Female
Serchmex,male,31 y.o.,"Tijuana, B.C., México",separated,Serchmex,hispanic,Técnico en soldadura,Me gustan los deportes y pasar tiempo con mi hijo. Busco amistad para conocer más de otras culturas soy muy aventurero,from 30 to 45,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
Javichu211,male,46 y.o.,"Palma, Islas Baleares, España",single,Javichu211,white,-,-,from 34 to 46,want children,Straight,Christian,social smoker,social drinker,Friendship,Female
FrancoRomantico2,male,60 y.o.,"Hialeah, Florida, EE. UU.",single,FrancoRomantico2,hispanic,Tiendas Y Servicios,Yo busco Mujeres solteras mayor de 50 honesta que vivan área de Hialeah .Trabajo no fumo soy Cubano alegre gusta regalar flores frecuentemente ok,from 50 to 61,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
cainca,male,70 y.o.,"Calella, Barcelona, España",separated,cainca,hispanic,-,activo me gusta viajar,from 44 to 67,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Romance,Female
Brandywine76,female,47 y.o.,"Rock Hill, SC, USA",single,Brandywine76,white,Self employed,"Fun Loving ,trying to do everything with the intent of enjoying it to the fullest",from 32 to 55,more than 2 living elsewhere,Bisexual,Christian,light smoker,social drinker,"Fun, Friendship, Romance","Male, Female"
CesarS1985,male,38 y.o.,"Naucalpan de Juárez, Méx., México",single,CesarS1985,hispanic,Independiente,-,from 25 to 45,1-2 living elsewhere,Straight,Other,light smoker,never,Friendship,Female
Elizabeth78,female,45 y.o.,"Las Tunas, Cuba",divorced,Elizabeth78,hispanic,-,-,from 45 to 75,no children,Straight,Spiritual,non-smoker,social drinker,Friendship,Female
Antonio1992,male,31 y.o.,"Asunción, Paraguay",single,Antonio1992,white,-,-,from 19 to 37,no children,Straight,Other,non-smoker,never,"Fun, Friendship",Female
Kairo,male,37 y.o.,"Las Vegas, Nevada, EE. UU.",single,Kairo,hispanic,Cosmetolgy Instructor,Soy muy Amable y amistoso . Me encanta viajar y quiero conocer tu cultura.,from 22 to 55,no children,Homosexual,Spiritual,non-smoker,social drinker,"Fun, Friendship",Male
E_hubieres2109,female,45 y.o.,"Santo Domingo, República Dominicana",single,E_hubieres2109,hispanic,Licenciada en contabilidad,"Respetuosa, amiga, buen sentido del humor, fiel creyente en Dios. Conservadora, no mando fotos desnuda ni nada parecido.",from 40 to 50,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship",Male
Omar40,male,43 y.o.,"La Habana, Cuba",single,Omar40,hispanic,Electronico,Soy un hombre re sensillo romántico y muy familiar,from 19 to 44,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
Bossman21106,male,40 y.o.,"Cleveland, OH, USA",divorced,Bossman21106,black,Forex Trader,-,from 19 to 86,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
fguerras,male,49 y.o.,"Panama City, Panama",divorced,fguerras,hispanic,Tecnología,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage",Female
Lucye,female,40 y.o.,"Lima, Perú",single,Lucye,hispanic,Odontóloga,Soy una persona que le gusta dusfrutar de la naturaleza y viajar para conocer nuevos lugares. Me encanta bailar y también leer mucho. Actualmente estoy aprendiendo el idioma alemán y tengo interés en conocer personas de ese país.,from 19 to 86,don't want children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance",Male
Aldus,male,51 y.o.,"Lima, Perú",separated,Aldus,hispanic,Publicacion,-,from 35 to 50,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
Axel65,male,64 y.o.,"Welwyn Garden City, UK",divorced,Axel65,white,"Painter,decorator","Hi easy going,freindly genuine male,caring,kind,respectful.coming to Kiev next year,I am learning russian,would like a Freind at first.maybe a relationship.",from 38 to 58,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance",Male
edjurgi,male,63 y.o.,"Bogotá, Colombia",separated,edjurgi,hispanic,Ingeniero mecanico,-,from 19 to 50,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Romance,Female
kcire66,male,41 y.o.,"Buenos Aires, CABA, Argentina",single,kcire66,hispanic,ingeniero in informatica,-,from 28 to 42,want children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship",Female
maritakaway,female,50 y.o.,"Arequipa, Perú",single,maritakaway,hispanic,asistente,soy soltera que busco esposo japones,from 49 to 62,want children,Straight,Christian,non-smoker,never,Serious Relationship,Male
JhoanDavid,male,34 y.o.,"Valledupar, Cesar, Colombia",single,JhoanDavid,hispanic,-,-,from 19 to 30,no children,Straight,Other,non-smoker,never,Marriage,Female
ich12,male,33 y.o.,"Buenos Aires, Argentina",single,ich12,white,-,-,from 19 to 45,no children,Straight,Other,non-smoker,never,Friendship,Female
Adyene,female,39 y.o.,"Knoxville, TN, USA",divorced,Adyene,hispanic,-,-,from 36 to 48,more than 2 living with me,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
13021991Jb,female,28 y.o.,"Asunción, Paraguay",single,13021991Jb,mixed,Administrador,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance",Female
highlander01,male,61 y.o.,"Trier, Germany",single,highlander01,white,-,iam a sporty and health conscious man,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
BugGil33,male,32 y.o.,"Mgarr, Malta",single,BugGil33,white,Artist,"Hello. Well, I reliable person, sociable and I like meet and socializing good people and trust with them.",from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Miguelito1974,male,49 y.o.,"Quillota, Valparaíso, Chile",separated,Miguelito1974,white,-,-,from 35 to 58,1-2 living elsewhere,Straight,Spiritual,social smoker,occasional drinker,Friendship,Female
Kcp,female,36 y.o.,"Cochabamba, Bolivia",single,Kcp,hispanic,Area de salud,-,from 28 to 42,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Serious Relationship, Marriage",Male
nuneze,male,27 y.o.,"Auckland, Nueva Zelanda",single,nuneze,hispanic,carpintero,-,from 19 to 26,no children,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
BLAKE324,male,44 y.o.,"Colorado Springs, CO, USA",divorced,BLAKE324,white,Heavy equipment operator,-,from 19 to 86,no children,Straight,Other,light smoker,never,"Romance, Serious Relationship",Female
SANDRIS,female,55 y.o.,"Medellín, Medellin, Antioquia, Colombia",divorced,SANDRIS,hispanic,Contadora Publica,"Contadora publica, magister en contabilidad internacional, conferencista y docente universitaria",from 53 to 70,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Serious Relationship",Male
JMcEvans,male,69 y.o.,"Managua, Nicaragua",single,JMcEvans,hispanic,Profesor jubilado,-,from 35 to 65,no children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship",Female
Aleksej,male,37 y.o.,"Riga, Latvia",single,Aleksej,white,-,-,from 21 to 41,no children,Straight,Other,social smoker,social drinker,"Romance, Serious Relationship",Female
TicoHec,male,54 y.o.,"Playa Santa Lucia, Cuba",single,TicoHec,white,-,-,from 25 to 50,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Lutak,male,39 y.o.,"Kasugai, Prefectura de Aichi, Japón",single,Lutak,hispanic,-,"Bonjour a toutes les femmes que quelqu'un aime nous rencontrer , J'aimerais connaître et apprendre d'autres pays et si c'est le cas, trouver une dame pour nous accompagner sur le chemin de la vie De profil, nous nous décrivons, interagissons et apprenons à nous connaître, que ce soit réel ou virtuel, nous nous connaissons mieux",from 19 to 40,no children,Straight,Christian,non-smoker,never,Marriage,Female
Julian63,male,65 y.o.,"Casma, Perú",separated,Julian63,hispanic,Negocios,-,from 25 to 40,more than 2 living elsewhere,Straight,Atheist,non-smoker,occasional drinker,Serious Relationship,Male
Jaxmin,female,37 y.o.,"Florence, Metropolitan City of Florence, Italy",separated,Jaxmin,hispanic,Parrucchiere,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Bbwvirgo44,female,47 y.o.,"Los Angeles, CA, USA",single,Bbwvirgo44,black,Government agent,Hello to that man im looking for im a simple woman i like a compassionate loving caring giving man likes to show his woman affection anywhere.classy but yet respectful.,from 35 to 86,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Male
Zhanna555,female,48 y.o.,"Odesa, Odessa Oblast, Ukraine, 65000",separated,Zhanna555,white,-,-,from 38 to 55,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Amandla,female,44 y.o.,"Cape Town, South Africa",single,Amandla,black,Admin,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship,Male
Mariadori,female,52 y.o.,"Barranquilla, Atlántico, Colombia",widowed,Mariadori,hispanic,Ama de casa,-,from 43 to 52,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Male
Yeral,male,31 y.o.,"North Chicago, IL, USA",single,Yeral,hispanic,Instalador,-,from 19 to 54,no children,Straight,Other,non-smoker,social drinker,Romance,Female
JerryAl,male,44 y.o.,"Mexico City, CDMX, Mexico",separated,JerryAl,hispanic,-,"Love run, and always smile, good talking, profesionist",from 19 to 86,want children,Straight,Christian,non-smoker,occasional drinker,Marriage,Female
Veroalvarez,female,33 y.o.,"Lago Agrio, Ecuador",divorced,Veroalvarez,mixed,Estudiante,-,from 25 to 40,more than 2 living with me,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Alushechka,female,43 y.o.,"Yakum, Israel",separated,Alushechka,white,-,-,from 28 to 50,1-2 living with me,Straight,Atheist,social smoker,social drinker,"Friendship, Romance",Male
Yolanda54,female,57 y.o.,"Cali, Valle del Cauca, Colombia",single,Yolanda54,hispanic,Ejecutiva comercial,-,from 50 to 71,1-2 living elsewhere,Straight,Other,light smoker,social drinker,Serious Relationship,Male
Josue593,male,30 y.o.,"Austin, Texas, EE. UU.",single,Josue593,hispanic,Tecnico,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Fun,Female
Athenamericana,female,44 y.o.,"Commerce, GA, USA",single,Athenamericana,white,-,"Soy una persona extrovertida y perseverante. Profesora titulada en enseñanza de idiomas extranjeros y traductora profesional. Soy profesora de idiomas: inglés y español (para extranjeros). Ademas, soy inversionista. Amo viajar a paises ricos en cultura y tradiciones. Practico varios deportes. Amo la musica, el baile, y artes culinarias. Busco amistad, complicidad, el resto, solo Dios sabe.",from 40 to 50,want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",Male
Bernarkar,female,50 y.o.,"Caracas, Capital District, Venezuela",divorced,Bernarkar,hispanic,Secretaria,-,from 40 to 52,1-2 living with me,Straight,Other,social smoker,social drinker,Serious Relationship,Male
Gardel75,male,49 y.o.,"Caracas, Distrito Capital, Venezuela",separated,Gardel75,hispanic,Jefe de seguridad,-,from 20 to 75,1-2 living elsewhere,Bisexual,Christian,non-smoker,occasional drinker,Friendship,Female
Ruben0790,male,34 y.o.,"Silver Spring, MD 20910, USA",single,Ruben0790,hispanic,-,-,from 20 to 45,no children,Straight,Other,light smoker,social drinker,Fun,Female
Elio4411,male,47 y.o.,"Cochabamba, Bolivia",separated,Elio4411,hispanic,Ingeniero Electrónica,-,from 30 to 50,more than 2 living with me,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Purplemoon,female,51 y.o.,"Jakarta, Indonesia",single,Purplemoon,asian,-,"I am independent woman, I can do things by myself but still one thing missing in my life. I am not desperate to find my soulmate because I know somewhere out there there is a man looking for me as his soulmate",from 40 to 60,no children,Straight,Christian,non-smoker,occasional drinker,"Romance, Serious Relationship",Male
CarbonLaxton92,male,32 y.o.,"Winter Haven, FL, USA",separated,CarbonLaxton92,white,CCA,Hey just a man trying to get back into meeting people after being loyal to a woman for seven years now I'm free to pursue what I want I'm always going to laugh and crack jokes and I just wanna get my confidence back,from 19 to 86,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Erikh12,male,45 y.o.,"Buffalo, NY, USA",single,Erikh12,hispanic,Cook,Im into all kind of movies.looking forward.to chatting,from 33 to 46,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
FernandoAG,male,53 y.o.,"Tegucigalpa, Honduras",single,FernandoAG,hispanic,Management Consultant,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Yadi07,female,53 y.o.,"Santiago De Los Caballeros, República Dominicana",divorced,Yadi07,hispanic,Decoración interiore,-,from 45 to 60,1-2 living with me,Straight,Christian,non-smoker,social drinker,Marriage,Male
Charsfer,male,43 y.o.,"Cali, Valle del Cauca, Colombia",single,Charsfer,mixed,Mecánico,-,from 19 to 35,no children,Homosexual,Christian,non-smoker,never,Serious Relationship,Female
Route66,male,56 y.o.,"London, UK",separated,Route66,mixed,Director,-,from 40 to 86,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
kathie,female,68 y.o.,"Sioux Falls, SD, USA",divorced,kathie,white,retired,-,from 63 to 68,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Male
Nieto,male,30 y.o.,"Mejicanos, El Salvador",single,Nieto,white,Encargado,Honesto respetuosos amable cariñoso trabajador,from 19 to 30,no children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Female
Queens,female,40 y.o.,"Cusco, Perú",single,Queens,hispanic,Enseñanzs,-,from 19 to 60,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
Genesi,female,34 y.o.,"Santiago, Región Metropolitana, Chile",single,Genesi,white,-,-,from 30 to 50,no children,Straight,Other,non-smoker,never,Serious Relationship,Female
Angela123,female,54 y.o.,"Lima, Perú",single,Angela123,hispanic,Profesora,-,from 54 to 62,don't want children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
Kanurna,female,22 y.o.,"Kramatorsk, Donetsk Oblast, Ukraine",single,Kanurna,white,-,-,from 19 to 25,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
delpilarg512,female,30 y.o.,"Chiclayo, Peru",single,delpilarg512,hispanic,Estudiante de Ingles,"Hello, My name´s Pilar from peru, i'm studying english. I'm looking for a friendship, someone to trust and share things",from 24 to 35,don't want children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Male
Mistergouveiia,male,30 y.o.,"Los Angeles, CA, USA",divorced,Mistergouveiia,mixed,-,"Hi my name is Pedro I am from brazil but I live in USA , Los Angeles. 
I speak portuguese, english and I am learning spanish. I love meeting people and make friends. I love living life to the fullest .
I am outgoing, fun, loyal and real person and VIRGO haha. 
Looking forward to meeting nice, friendly and real people. 
One more thing: I love animals all kinds",from 24 to 40,no children,Homosexual,Other,non-smoker,social drinker,"Fun, Friendship, Romance",Male
PaulinaMantilla,female,46 y.o.,"Barranquilla, Atlántico, Colombia",single,PaulinaMantilla,hispanic,Quiropedista,-,from 43 to 55,don't want children,Straight,Christian,non-smoker,occasional drinker,Friendship,Male
Eriksom,male,29 y.o.,"San Salvador, El Salvador",single,Eriksom,hispanic,Construcción,Soy muy compresivo me gusta dar lo que me piden,from 26 to 30,1-2 living elsewhere,Straight,Spiritual,social smoker,social drinker,Fun,Female
ivancurbelo2021,male,46 y.o.,"Wasco, CA 93280, USA",divorced,ivancurbelo2021,white,-,"Soy un hombre tranquilo , deportista , trabajador , me gusta la naturaleza , algo aburrido diria yo.",from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
CandiKane21,female,34 y.o.,"Lexington, KY, USA",single,CandiKane21,white,-,Name Candi I'm 31 I'm down for just about anything if u have any questions don't be scared to ask!!,from 21 to 45,no children,Straight,Other,light smoker,social drinker,"Fun, Friendship",Male
Samuel77,male,46 y.o.,"Mexico City, CDMX, Mexico",divorced,Samuel77,hispanic,Cordinador en Logística Marítima,-,from 25 to 35,more than 2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Jonzom,male,42 y.o.,"Santa Bárbara, Honduras",divorced,Jonzom,hispanic,-,-,from 19 to 35,1-2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship",Female
Albertmend12,male,41 y.o.,"Boston, MA, USA",single,Albertmend12,hispanic,-,-,from 33 to 60,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Yos73,female,51 y.o.,"Miami, Florida, EE. UU.",single,Yos73,white,Entrenadora Personalidad,-,from 45 to 60,1-2 living elsewhere,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Male
mariaf78,female,45 y.o.,"Popayán, Cauca, Colombia",single,mariaf78,hispanic,archivista,Doy una persona 100% autentica y original que cuando ama entrega todo-,from 35 to 50,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Male
Jjoc,male,32 y.o.,"London, UK",single,Jjoc,hispanic,-,-,from 19 to 35,no children,Straight,Jewish,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Olga72,female,52 y.o.,"Bakhmut, Donetsk Oblast, Ukraine",divorced,Olga72,white,pastry chef,"I am active, I play tennis, I like trekking, cycling, reading and nature",from 49 to 60,1-2 living with me,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Male
vans,male,30 y.o.,"Strand, Cape Town, South Africa",single,vans,black,self employed,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Liam23,female,36 y.o.,"Chaguanas, Trinidad y Tobago",divorced,Liam23,mixed,Ama de casa,-,from 40 to 55,1-2 living with me,Straight,Other,non-smoker,occasional drinker,Friendship,Female
Mayerlin34,female,39 y.o.,"Tilburg, Netherlands",single,Mayerlin34,hispanic,-,-,from 34 to 50,more than 2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
Karenka,female,34 y.o.,"Xochimilco, CDMX, Mexico",single,Karenka,white,-,-,from 19 to 86,more than 2 living with me,Bisexual,Other,non-smoker,never,Serious Relationship,Male
Pureheart,female,43 y.o.,"Badajoz, España",separated,Pureheart,white,Teleoperadora,-,from 28 to 57,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
chucky45,male,34 y.o.,"Hazlehurst, GA 31539, USA",single,chucky45,black,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
coolalone,male,64 y.o.,"Thessaloniki, Greece",married,coolalone,asian,Business,"I am trusted, honest, loving, caring, down to earth, love travelling, dinning out.",from 19 to 86,more than 2 living elsewhere,Straight,Muslim,non-smoker,social drinker,"Fun, Friendship",Female
Johan85,male,39 y.o.,"Helsingborg, Sweden",single,Johan85,white,-,-,from 19 to 65,don't want children,Straight,Atheist,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Andrea52,female,55 y.o.,"Quilmes, Buenos Aires Province, Argentina",single,Andrea52,white,Acompañante Terapeutica de abuel@s,-,from 55 to 65,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Male
Denise02,female,26 y.o.,"Quito, Ecuador",single,Denise02,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
santacala,male,48 y.o.,"Montelibano, Montelíbano, Córdoba, Colombia",widowed,santacala,hispanic,Ingeniero,-,from 30 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Luis9191,male,38 y.o.,"San José, Pozos, Costa Rica",divorced,Luis9191,hispanic,Arbitro,-,from 19 to 40,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
